"Distance [mm]","Bz []"
18.7364352,0.72171563716051
18.7921984,0.722780504351838
18.8479616,0.723743101571762
18.9037248,0.724582852568555
18.959488,0.725404817981267
19.0152512,0.7262089902193
19.0710144,0.726995361842013
19.1267776,0.727761657558317
19.1825408,0.728470526228046
19.238304,0.728982405106516
19.2940672,0.729490937119457
19.3498304,0.729998824953985
19.4055936,0.730508741625928
19.4613568,0.731015906380094
19.51712,0.731520301609221
19.5728832,0.731982643786464
19.6286464,0.732388112721908
19.6844096,0.732780286662754
19.7401728,0.733159208919775
19.795936,0.733531025279034
19.8516992,0.733887667579568
19.9074624,0.734202057588303
19.9632256,0.734467564895954
20.0189888,0.734721398302583
20.074752,0.734963560399737
20.1305152,0.735185729451186
20.1862784,0.73537600305462
20.2420416,0.735536023395568
20.2978048,0.735691634432476
20.353568,0.735845133231695
20.4093312,0.736006792853399
20.4650944,0.736168589158961
20.5208576,0.736294579240505
20.5766208,0.736351866635739
20.632384,0.736406649692855
20.6881472,0.736458912824669
20.7439104,0.73650864047974
20.7996736,0.736562824855213
20.8554368,0.736617592242692
20.9112,0.736615953767799
20.9669632,0.736587782843612
21.0227264,0.736554341885871
21.0784896,0.736517239280215
21.1342528,0.736476470159047
21.190016,0.736432029691121
21.2457792,0.736383913081596
21.3015424,0.736288385123161
21.3573056,0.736165215012531
21.4130688,0.736042375091932
21.468832,0.735921062426546
21.5245952,0.735801301541443
21.5803584,0.735683116975523
21.6361216,0.735473537125266
21.6918848,0.735203597361134
21.747648,0.734944490413098
21.8034112,0.734689455849392
21.8591744,0.734435352815741
21.9149376,0.734182193798547
21.9707008,0.733847591821323
22.026464,0.733456190688268
22.0822272,0.733049455633351
22.1379904,0.732658965336835
22.1937536,0.732258606842589
22.2495168,0.731848362218592
22.30528,0.731428213578417
22.3610432,0.730998143081464
22.4168064,0.730589848019026
22.4725696,0.730154442645583
22.5283328,0.72962249421143
22.584096,0.729060139647476
22.6398592,0.728383956266121
22.6956224,0.727710080117758
22.7513856,0.727038516258703
22.8071488,0.72636926982788
22.862912,0.725596332692237
22.9186752,0.724734255566674
22.9744384,0.723808362289742
23.0302016,0.722867556660328
23.0859648,0.721911844714798
23.141728,0.720941232739988
23.1974912,0.719955727273134
23.2532544,0.71888061275991
23.3090176,0.717700787466647
23.3647808,0.716500373835902
23.420544,0.715195819227789
23.4763072,0.713728899313906
23.5320704,0.71225160418762
23.5878336,0.710763897724346
23.6435968,0.70917926339615
23.69936,0.707347045985932
23.7551232,0.705516756452099
23.8108864,0.703557919389207
23.8666496,0.701424633584996
23.9224128,0.699267898451284
23.978176,0.697087764179986
24.0339392,0.694884281452386
24.0897024,0.692470977003565
24.1454656,0.689972381683006
24.2012288,0.687331386188572
24.256992,0.684342276023764
24.3127552,0.681208287721625
24.3685184,0.677906344623122
24.4242816,0.674502777484557
24.4800448,0.670788819194278
24.535808,0.666806777185401
24.5915712,0.662838567209243
24.6473344,0.658965739871796
24.7030976,0.655091289604359
24.7588608,0.651215294994297
24.814624,0.646345466074238
24.8703872,0.64078758714561
24.9261504,0.635146523213332
24.9819136,0.629422260822665
25.0376768,0.623614787184896
25.09344,0.617724090177642
25.1492032,0.610791485158388
25.2049664,0.603506905155022
25.2607296,0.596167442852685
25.3164928,0.588773096066703
25.372256,0.581323862989343
25.4280192,0.573992995713208
25.4837824,0.566810064218201
25.5395456,0.55738399007061
25.5953088,0.547158276755858
25.651072,0.536933292876974
25.7068352,0.526709286769603
25.7625984,0.51648650735591
25.8183616,0.505747499479829
25.8741248,0.49324000856216
25.929888,0.480645653639308
25.9856512,0.467964605711652
26.0414144,0.455197037218736
26.0971776,0.442343122037448
26.1529408,0.429403035480189
26.208704,0.416376954293013
26.2644672,0.403265056653775
26.3202304,0.388327228875396
26.3759936,0.373224321256584
26.4317568,0.358241055194442
26.48752,0.343377537243651
26.5432832,0.328559109872004
26.5990464,0.313489913696209
26.6548096,0.298475615032581
26.7105728,0.283516041089771
26.766336,0.268602928218654
26.8220992,0.253690956241981
26.8778624,0.238815399892276
26.9336256,0.223976232404111
26.9893888,0.209488936669147
27.045152,0.195189089359135
27.1009152,0.180933126270569
27.1566784,0.166715074141986
27.2124416,0.153105643718383
27.2682048,0.139822847847349
27.323968,0.126569080442126
27.3797312,0.113344505068471
27.4354944,0.100149284950712
27.4912576,0.087248616299499
27.5470208,0.0746826662448337
27.602784,0.0621747228149081
27.6585472,0.049724652477164
27.7143104,0.0373323213459472
27.7700736,0.024997595184443
27.8258368,0.012708988816276
27.8816,0.000457784078295579
27.9373632,-0.0118706937607573
27.9931264,-0.024210011741565
28.0488896,-0.03656010577652
28.1046528,-0.0489527011417597
28.160416,-0.0613912641231551
28.2161792,-0.0741592632861854
28.2719424,-0.0873487741426328
28.3277056,-0.100668734647702
28.3834688,-0.114119010909442
28.439232,-0.127699467375444
28.4949952,-0.141333631704096
28.5507584,-0.155028529261343
28.6065216,-0.168815118284942
28.6622848,-0.182693287897714
28.718048,-0.196662926654764
28.7738112,-0.21068197194781
28.8295744,-0.224658152708934
28.8853376,-0.238737218838135
28.9411008,-0.253008064668151
28.996864,-0.268122516297857
29.0526272,-0.283569476432407
29.1083904,-0.298929913796422
29.1641536,-0.314203475126893
29.2199168,-0.329385626962477
29.27568,-0.344103701104701
29.3314432,-0.358824484202661
29.3872064,-0.37354787137701
29.4429696,-0.388273757489815
29.4987328,-0.403002037145498
29.554496,-0.417731840261915
29.6102592,-0.430753092380391
29.6660224,-0.443308747544658
29.7217856,-0.455801479835843
29.7775488,-0.468231168349835
29.833312,-0.48059769376828
29.8890752,-0.492900938359736
29.9448384,-0.505140785980838
30.0006016,-0.517317122077426
30.0563648,-0.527180880277565
30.112128,-0.535961001804804
30.1678912,-0.544792291278976
30.2236544,-0.553673953770708
30.2794176,-0.56260519464432
30.3351808,-0.571188125200132
30.390944,-0.57937705345794
30.4467072,-0.587456475776595
30.5024704,-0.595426194679658
30.5582336,-0.603286013848237
30.6139968,-0.611035738123212
30.66976,-0.61867517350745
30.7255232,-0.625470294810431
30.7812864,-0.63102235604768
30.8370496,-0.635871153483728
30.8928128,-0.640670983457944
30.948576,-0.645421732264122
31.0043392,-0.650123286989263
31.0601024,-0.654775535514856
31.1158656,-0.659378366518152
31.1716288,-0.663925850161051
31.227392,-0.667941345425943
31.2831552,-0.671641391353949
31.3389184,-0.675185545543899
31.3946816,-0.678573726242272
31.4504448,-0.681516722577585
31.506208,-0.68398688342389
31.5619712,-0.686377518022384
31.6177344,-0.688734885029373
31.6734976,-0.691059267477788
31.7292608,-0.693350948367758
31.785024,-0.695585771857717
31.8407872,-0.697915456910978
31.8965504,-0.700159143450119
31.9523136,-0.702317005209109
32.0080768,-0.704389216317685
32.06384,-0.706375951299147
32.1196032,-0.708277385068157
32.1753664,-0.710093692928534
32.2311296,-0.711825050571039
32.2868928,-0.713471634071174
32.342656,-0.714833500654739
32.3984192,-0.716069547826087
32.4541824,-0.717320331335842
32.5099456,-0.718550743764595
32.5657088,-0.71954047620751
32.621472,-0.720540468563169
32.6772352,-0.721550880027786
32.7329984,-0.722571869936088
32.7887616,-0.723603597759331
32.8445248,-0.724646223103297
32.900288,-0.725699905706309
32.9560512,-0.72658304193829
33.0118144,-0.727146033873812
33.0675776,-0.72773379351922
33.1233408,-0.728346299814737
33.179104,-0.728985398201097
33.2348672,-0.729650970726102
33.2906304,-0.730314262609374
33.3463936,-0.730760134239855
33.4021568,-0.731203485870394
33.45792,-0.731635336035182
33.5136832,-0.732055709471964
33.5694464,-0.732464631035001
33.6252096,-0.732862125694753
33.6809728,-0.733248218537561
33.736736,-0.733622934765327
33.7924992,-0.733986299695196
33.8482624,-0.734339117656183
33.9040256,-0.734544580085354
33.9597888,-0.734765120361049
34.015552,-0.735019717016565
34.0713152,-0.735232937740398
34.1270784,-0.735398375654162
34.1828416,-0.735561591234389
34.2386048,-0.735722590807782
34.294368,-0.735881380744684
34.3501312,-0.736037967458996
34.4058944,-0.736194368312811
34.4616576,-0.736296000826457
34.5174208,-0.736393445229198
34.573184,-0.736482466515594
34.6289472,-0.736549653817965
34.6847104,-0.736591497468389
34.7404736,-0.736631590894851
34.7962368,-0.736649507122669
34.852,-0.736666180086773
34.9077632,-0.736647840693766
34.9635264,-0.736587459536158
35.0192896,-0.736527158125719
35.0750528,-0.736466939830122
35.130816,-0.736406808028514
35.1865792,-0.736346766111465
35.2423424,-0.736286817480938
35.2981056,-0.736216150301771
35.3538688,-0.736113027786932
35.409632,-0.735978428673724
35.4653952,-0.735787489837263
35.5211584,-0.735585486648486
35.5769216,-0.735372469450416
35.6326848,-0.73514848862503
35.688448,-0.734913517452725
35.7442112,-0.734669278317183
35.7999744,-0.734427704787798
35.8557376,-0.734181906434668
35.9115008,-0.73384031477628
35.967264,-0.733513214136701
36.0230272,-0.733200291405489
36.0787904,-0.732901632827425
36.1345536,-0.732473607072799
36.1903168,-0.731991820546941
36.24608,-0.731499619807832
36.3018432,-0.73099859280424
36.3576064,-0.730486812879558
36.4133696,-0.729969040551197
36.4691328,-0.729440465860481
36.524896,-0.728896964048089
36.5806592,-0.728338462939971
36.6364224,-0.727694846254661
36.6921856,-0.726999136138541
36.7479488,-0.726247992242676
36.803712,-0.725497561845316
36.8594752,-0.724747820286568
36.9152384,-0.723866672530423
36.9710016,-0.722928585967213
37.0267648,-0.721988983834535
37.082528,-0.721047821283524
37.1382912,-0.719975278344681
37.1940544,-0.718730989226733
37.2498176,-0.717473177876032
37.3055808,-0.716201703510138
37.361344,-0.714916426015427
37.4171072,-0.713617205948849
37.4728704,-0.712303904539682
37.5286336,-0.710829531460187
37.5843968,-0.708951073233552
37.64016,-0.7070645024855
37.6959232,-0.705167441523567
37.7516864,-0.703260120064996
37.8074496,-0.7013424667621
37.8632128,-0.699414410708418
37.918976,-0.697191610065979
37.9747392,-0.694811948446255
38.0305024,-0.692389178227375
38.0862656,-0.689923150917101
38.1420288,-0.687413718705093
38.197792,-0.684633103214174
38.2535552,-0.681286670087926
38.3093184,-0.677760090514609
38.3650816,-0.674161997265412
38.4208448,-0.670492423834754
38.476608,-0.666751404624768
38.5323712,-0.662594732025692
38.5881344,-0.658354175103541
38.6438976,-0.65410095401288
38.6996608,-0.649835326261076
38.755424,-0.645557549888487
38.8111872,-0.641267883465393
38.8669504,-0.635883638844184
38.9227136,-0.629723806145426
38.9784768,-0.623090880314276
39.03424,-0.616383942839249
39.0900032,-0.609603217026966
39.1457664,-0.602748926699043
39.2015296,-0.595701461159101
39.2572928,-0.588267879550032
39.313056,-0.580715434962303
39.3688192,-0.572964486076263
39.4245824,-0.565014943934307
39.4803456,-0.556242700046357
39.5361088,-0.546881338879771
39.591872,-0.536682170704969
39.6476352,-0.526245123882457
39.7033984,-0.515711855594128
39.7591616,-0.504388802103999
39.8149248,-0.492605240366025
39.870688,-0.480762360730151
39.9264512,-0.468859750146822
39.9822144,-0.456742381184314
40.0379776,-0.444501848931166
40.0937408,-0.430079429092969
40.149504,-0.415566627495296
40.2052672,-0.400963806192801
40.2610304,-0.386271327899218
40.3167936,-0.371556077767369
40.3725568,-0.356857396903665
40.42832,-0.342204515517
40.4840832,-0.327546966200043
40.5398464,-0.312884896101211
40.5956096,-0.298218452683021
40.6513728,-0.283547783720638
40.707136,-0.268873037300402
40.7628992,-0.254479445578796
40.8186624,-0.240114597090808
40.8744256,-0.225777400398604
40.9301888,-0.211468064004553
40.985952,-0.197186796107161
41.0417152,-0.182933804598871
41.0974784,-0.168846703888698
41.1532416,-0.154997634203894
41.2090048,-0.141289690167978
41.264768,-0.127907145565615
41.3205312,-0.114812916670848
41.3762944,-0.101772498454082
41.4320576,-0.0887901953305359
41.4878208,-0.0761283166395771
41.543584,-0.0634510318604625
41.5993472,-0.0507586325806575
41.6551104,-0.0379942210987472
41.7108736,-0.0251134184210043
41.7666368,-0.0124789668689669
41.8224,-4.00231494033544e-05
41.8781632,0.0124013641256367
41.9339264,0.0248451255132855
41.9896896,0.0374956408579603
42.0454528,0.0502436028502961
42.101216,0.0630389608225669
42.1569792,0.0758703452320966
42.2127424,0.0887183321115172
42.2685056,0.101893946300539
42.3242688,0.115236971363831
42.380032,0.12858274270162
42.4357952,0.141931380827561
42.4915584,0.155448975667416
42.5473216,0.169074793084898
42.6030848,0.182805252819426
42.658848,0.197251095726999
42.7146112,0.211747036840947
42.7703744,0.226274041324195
42.8261376,0.240856470419468
42.8819008,0.25550057449625
42.937664,0.270165386350753
42.9934272,0.284829873064194
43.0491904,0.29952642347473
43.1049536,0.314255019936857
43.1607168,0.329015644450924
43.21648,0.343686087462795
43.2722432,0.358280049003872
43.3280064,0.372771636941059
43.3837696,0.387184706694278
43.4395328,0.40153935571134
43.495296,0.415835587573965
43.5510592,0.430073406835393
43.6068224,0.443184544602096
43.6625856,0.456289446304844
43.7183488,0.468706348543767
43.774112,0.480772849978759
43.8298752,0.492839910456237
43.8856384,0.504907498352636
43.9414016,0.516661264385453
43.9971648,0.526636630517491
44.052928,0.53635290470803
44.1086912,0.545970778352229
44.1644544,0.55549025501575
44.2202176,0.564911339423105
44.2759808,0.574234037457366
44.331744,0.58227572603025
44.3875072,0.589970353843781
44.4432704,0.597581101162095
44.4990336,0.605027477792997
44.5547968,0.612317528378412
44.61056,0.617948769742688
44.6663232,0.623349240601352
44.7220864,0.628760406639135
44.7778496,0.634203014871633
44.8336128,0.639709201570755
44.889376,0.645228971514486
44.9451392,0.65065264206555
45.0009024,0.655027822735237
45.0566656,0.659295481029933
45.1124288,0.663455605754402
45.168192,0.667508187147846
45.2239552,0.671453216883927
45.2797184,0.675023536269885
45.3354816,0.678094611102828
45.3912448,0.681146886284688
45.447008,0.684180316979559
45.5027712,0.687194859219015
45.5585344,0.690190469902581
45.6142976,0.692941657236529
45.6700608,0.695159962912188
45.725824,0.697326987534322
45.7815872,0.699358214764233
45.8373504,0.701382851203955
45.8931136,0.703400993584965
45.9488768,0.705394980659225
46.00464,0.707223397667474
46.0604032,0.708959203717775
46.1161664,0.710602471807493
46.1719296,0.712153275964956
46.2276928,0.713509309553395
46.283456,0.714623595906476
46.3392192,0.715727866316511
46.3949824,0.716867490421635
46.4507456,0.71800088935071
46.5065088,0.719113122038652
46.562272,0.720204122557
46.6180352,0.721277751924186
46.6737984,0.722333299856467
46.7295616,0.723358525784565
46.7853248,0.724353444361425
46.841088,0.725318070640095
46.8968512,0.726252420073513
46.9526144,0.72710624619188
47.0083776,0.727698215937033
47.0641408,0.728285040368442
47.119904,0.728866707084874
47.1756672,0.729443203756827
47.2314304,0.730014518126667
47.2871936,0.73058063800877
47.3429568,0.731141551289653
47.39872,0.731697245928111
47.4544832,0.732092441739252
47.5102464,0.732467032333542
47.5660096,0.732848872031539
47.6217728,0.733237978899318
47.677536,0.73361307760866
47.7332992,0.733972240806259
47.7890624,0.734216417571828
47.8448256,0.734477208314681
47.9005888,0.734748858025708
47.956352,0.735020902856611
48.0121152,0.735232433217003
48.0678784,0.735403089128682
48.1236416,0.735569697088001
48.1794048,0.735732265938513
48.235168,0.735890804568817
48.2909312,0.736045321912445
48.3466944,0.736195826947743
48.4024576,0.736325674567789
48.4582208,0.736408594871943
48.513984,0.736483211066121
48.5697472,0.736540829157993
48.6255104,0.736602983395162
48.6812736,0.736654827022119
48.7370368,0.736636571902127
48.7928,0.736615016593577
48.8485632,0.736590163366307
48.9043264,0.73656215199501
48.9600896,0.736531687197783
49.0158528,0.73649845648812
49.071616,0.736430669214982
49.1273792,0.736339130907635
49.1831424,0.736253562033753
49.2389056,0.736173948262391
49.2946688,0.736100275217686
49.350432,0.73594333508885
49.4061952,0.735747302941877
49.4619584,0.735548285450013
49.5177216,0.735346270730561
49.5734848,0.735141246946013
49.629248,0.734929513934158
49.6850112,0.734707786278823
49.7407744,0.734439789367766
49.7965376,0.73416420185807
49.8523008,0.733883353814026
49.908064,0.733592864979765
49.9638272,0.73319498511173
50.0195904,0.732786675145534
50.0753536,0.732371601215454
50.1311168,0.731945648920513
50.18688,0.731508847443737
50.2426432,0.731061226276848
50.2984064,0.730602815219925
50.3541696,0.730133644381034
50.4099328,0.729603813987928
50.465696,0.729004987314127
50.5214592,0.728340484722443
50.5772224,0.727640808712168
50.6329856,0.726905970155812
50.6887488,0.726099901587858
50.744512,0.725258393964766
50.8002752,0.724423225252627
50.8560384,0.723594450010985
50.9118016,0.72277212278086
50.9675648,0.721956298084107
51.023328,0.720841824578741
51.0790912,0.719693186788621
51.1348544,0.71851148713365
51.1906176,0.717296713243098
51.2463808,0.716048853006647
51.302144,0.714702313218626
51.3579072,0.713345537575858
51.4136704,0.71198253816991
51.4694336,0.710592369016653
51.5251968,0.709150191065581
51.58096,0.707167375679746
51.6367232,0.705166625550395
51.6924864,0.703148039088185
51.7482496,0.701110377920038
51.8040128,0.699024092868869
51.859776,0.696928932883731
51.9155392,0.694666012324922
51.9713024,0.692343152109967
52.0270656,0.689961088630533
52.0828288,0.687519771317727
52.138592,0.684451676723746
52.1943552,0.681111599408701
52.2501184,0.677701667430001
52.3058816,0.674241053984382
52.3616448,0.67070510324742
52.417408,0.66703266004129
52.4731712,0.662903906748106
52.5289344,0.658759624767497
52.5846976,0.654599897481849
52.6404608,0.650424808370768
52.696224,0.646269571112719
52.7519872,0.641653091271518
52.8077504,0.635890728965648
52.8635136,0.630005745038396
52.9192768,0.624084935187282
52.97504,0.618128292167935
53.0308032,0.611721651593364
53.0865664,0.604405478794916
53.1423296,0.597051458000678
53.1980928,0.589659745056995
53.253856,0.581998247019563
53.3096192,0.573105810365245
53.3653824,0.564125018177118
53.4211456,0.55505631107162
53.4769088,0.545900131648562
53.532672,0.536629481318061
53.5884352,0.526930975369296
53.6441984,0.515607044875675
53.6999616,0.503839740079995
53.7557248,0.491967564522754
53.811488,0.479990310265372
53.8672512,0.467646118897589
53.9230144,0.454491491680062
53.9787776,0.441224818189102
54.0345408,0.42789707368463
54.090304,0.414439619436247
